ID,Current Position,Targeted Position,Total Working Experience,Candidate Level,Domisili,Education 1,Education 2,Education 3,Expected Benefit Botom,Expected Benefit Up,Notice Period,Tech Stack,Certification,Estimate Bottom,Estimate Up
SKU-NUNU1304,,,0,Entry-Level,"Kabupaten Bandung , Jawa barat",Institut Teknologi Nasional Bandung,SMAIT-TQ Ihya-Assunnah Tasikmalaya,SMPIT Baiturrahman Ciparay,0,0,,"Desain dengan Canva, Basic Pemograman, Bahasa Arab",,3000000.0,5000000.0
SKU-SOQU321,Software Quality Assurance (Contract),Quality Assurance,1,Junior,Bekasi Selatan,"Universitas Pembangunan Nasional Veteran Jakarta - Jakarta, Indonesia Sep 2020 - Jul 2024
Undergraduate in Information System, 3.91/4.00",,,0,0,,"Microsoft 365, Google Suite, Java, Python, MySQL, Jira","[""Java Foundations from Oracle Academy : Create an application using Object Oriented Programming (OOP)"",""R Fundamental for Data Science: : Basic of programming language for statistical computing and graphics"",""Python Programming Fundamentals: : Basic of programming language, created a simple code"",""Python for Data Professional Beginner - Part 1: : Basic of the programming language to process data"",""Fundamental SQL Using SELECT Statement: : Learn about the specific statement of MySQL Database""]",6000000.0,9000000.0
SKU-NUNU664,,,4,Junior,"Batam, Indonesia","Advanced Diploma in Computer Science, Informatics Computer School, Singapore","Kaggle: Python, Pandas, Data Cleaning",Udemy: Complete SQL Bootcamp 2021: Go from Zero to Hero,0,0,,"Python ( Numpy, Panda ), SQL, PostgreSQL, Microsoft Access, Excel, Tableau, Power BI","[""Kaggle: Python, Pandas, Data Cleaning"",""Udemy: Complete SQL Bootcamp 2021: Go from Zero to Hero"",""Linkedin: Learning Data Analytics, Excel Statistics Essential Training, Excel - Data Analysis"",""Hackerrank: Python, SQL, Algorithms""]",5000000.0,8000000.0
SKU-NUNU726,,,0,Junior,,"Studi Independen, Bangkit Academy led by Google, Tokopedia, Gojek, & Traveloka, Februari 2024 - Juni 2024","Teknik Informatika / IPK : 3.55/4.00, UNIVERSITAS SUMATERA UTARA, 2021 - 2024","SMA METHODIST PEMATANGSIANTAR, 2018 - 2021",0,0,,"SQL, MySQL, API, Kotlin, Android Studio, Windows& Linux System, Office, Excel","[""Intermediate SQL from DataCamp"",""Intermediate Android Development Apps from Dicoding"",""Studi Independent Bersertifikat Mobile Developer"",""Internship Bersertifikat PT.Bank Sumut""]",4000000.0,6000000.0
SKU-JUNU1299,Junior Backend Developer,,1,Junior,BANDUNG,"SMKN 4 Bandung, , 06/2018","SMPN 20 Bandung, , 06/2015","SDN Centeh, , 07/2012",0,0,,"PHP Programming Language, Javascript Programming Language, Go Programing Language, Containerize App With Docker Linux Basic",,4000000.0,7000000.0
SKU-BANU989,Backend Developer,,1,Junior,"Semarang, Indonesia","Jurusan Informatika, Universitas Diponegoro Agustus 2019 – Desember 2023",,,0,0,,"PHP, Laravel, Javascript, CSS, JQuery, HTML, Git",,4000000.0,6000000.0
SKU-BANU643,Backend Engineer,,3,Mid-Level,East Jakarta,"8th Batch, Glints Academy, Sep - Dec 2020, BACKEND DEVELOPER","Arabic Studies, Universitas Indonesia, 2013 - 2018, BACHELOR OF ART (S.HUM)",,0,0,,"Node.JS, NestJS, Laravel-Lumen, Postgresql, MySQL, MongoDB, React.js, Javascript, Typescript, PHP",[],12000000.0,18000000.0
SKU-FUNU648,Full Stack Developer,,1,Junior,"Pontianak, West Kalimantan, Indonesia","Universitas Tanjungpura, Indonesia • Pontianak, Kalimantan Barat • 2018-2022",,,0,0,,"HTML, CSS, JS, Tailwind, Laravel Framework, NodeJs Framework, Php, JS, Golang, Pyhton, Django Framework, Dart, Flutter Framework","[""Oracle Database"",""Test of English as a Foreign Language""]",6000000.0,9000000.0
SKU-PRNU1265,"Programmer, Pegawai Magang",,0,Junior,"Banjaran, Kab. Bandung","Universitas Teknologi Bandung Jl. Soekarno Hatta No.378 Bandung 40235
Sarjana di Teknik Informatika | IPK: 3.72 / 4.00 2020 - 2024",,,0,0,,"Html, Css, Javascript, PHP, Laravel, React Js, Express Js, Python Flask, Database Sql dan non Sql, rest API","[""PROJECT MANAGEMENT ASSOCIATE, Multimatics - Logical Operations, Nomor: 052-24-J038-02435, 2024"",""ANDROID DEVELOPMENT ASSOCIATE, Multimatics - Logical Operations, Nomor: 048-24-J038-02337 , 2024""]",4000000.0,7000000.0
SKU-.NNU1432,.Net Developer,,2,Mid-Level,"Majalengka, West Java, Indonesia","Singaperbangsa Karawang University, Informatics Engineering, null",,,0,0,,".Net, Entity Framework, ASP.Net, Golang, SQL Server, MySql, Javascript, HTML, CSS, Gin, Gorm, Github, Jira",[],8000000.0,12000000.0
SKU-BANU1271,BACKEND DEVELOPER,,2,Junior,Tangerang,"Del Institute of Technology – Laguboti, North Sumatra, Information Technology - Diploma, 2019 – 2022",,,0,0,,"Microsoft Office, Bizagi, SQL Server, Postman API, VS Code, MongoDB Compass, JIRA, Manual Testing, SDLC, Agile, Waterfall, Figma, CSS, HTML, Java, Bootstrap, REACT Js, Java Script, Node.js, Python, Visual Paradigm, Back End, Front End","[""UX WRITING E-Learning – MySkill"",""CREATING TEST SCENARIO AND TESTCASE E-Learning – MySkill"",""QUAITY ASSURANCE E-Learning – MySkill"",""Designing a Low Fidelity Prototype in Figma""]",8000000.0,12000000.0
SKU-JUNU1357,Junior Fullstack Developer,,0,Junior,"Madiun, East Java, Indonesia","PT. DumbWays Indonesia Teknologi, Fullstack Developer, 2024","Universitas Muhammadiyah Ponorogo, Bachelor's degree, Information Technology, 2019 - 2023","Binar Academy, Bootcamp, Backend Java, 2022",0,0,,"Full-Stack Development, Mobile Applications, Web Development, Java, React, NestJs, ExpressJs, SQL","[""Certificate Dumbways"",""Backend Java"",""Belajar Dasar Structured Query Language (SQL)"",""Memulai Pemrograman Dengan Java"",""Belajar Dasar Data Science""]",3000000.0,5000000.0
SKU-FRNU812,FRONTEND DEVELOPER,,2,Mid-Level,"Tanggerang, Indonesia.","The University of Nusa Cendana, B a c h e l o r o f E d u c a t i o n, 2021","Arkademy Tech Education PlatForm, j a v a s c r i p t f u l l s t a c k d e v e l o p e r, 2020",,0,0,,"ReactJS, NextJS, VueJS, Angular, React Native, Python, Javascript",,8000000.0,12000000.0
SKU-MONU661,Mobile Apps Developer (Flutter),,2,Mid-Level,"Bandung, West Java","Politeknik Negeri Bandung, Civil Engineer D-III Building Construction Engineering, 2020",,,0,0,,"Dart, Flutter, BLoC, GetX, Rest API, Git, Firebase, HTML, CSS, TailwindCSS, Canva, Figma, Postman, Notion, Andorid Studio, VS Code, Jira, Microsoft Office, Microsoft Word, Microsoft Excel, JavaScript","[""Flutter Mobile App Development PT Santai Berkualitas Syberindo"",""Certification of Attendance: Completed the 5D BIM (Building Information Modelling) Training of TAS and TRB Glodon Indonesia"",""Independent Training Experts Building Contractor Balai Penerapan Teknologi Konstruksi"",""Independent Training Experts Supervision of Building Construction Balai Penerapan Teknologi Konstruksi"",""Independent Training Experts Steel Structure of Building Balai Penerapan Teknologi Konstruksi"",""Independent Training Buildings and Houses Contractor Balai Penerapan Teknologi Konstruksi"",""Basic Modelling With Allplan BIM Learning PT Wijaya Karya WIKA""]",8000000.0,12000000.0
SKU-CUNU1029,Customer Service Officer,,4,Junior,"Medan, North Sumatera","Bachelor’s of Computer Science Diponegoro University Semarang, Central Java 2014 – 2021",,,0,0,,"Dart, C#, .Net, Flutter, SQL, SSMS, Figma, Canva, MS. Office (Word, Excel, PowerPoint, Outlook)",,4000000.0,6000000.0
SKU-FUNU567,FULLSTACK DEVELOPER,,7,Senior,"Surabaya, Indonesia","Institut Teknologi Adhi Tama Surabaya, Software Engineering, Aug 2022",,,0,0,,"HTML, CSS, Sass, Bootstrap, Animations, Accessibility, SEO, Javascript, Typescript, es6, DOM Manipulation, Data Visualization, Unit / Integration Testing, PHP, Laravel, OOP, MVC, Rest API, ORM, PHPUnit, ReactJS, NextJS, Redux, Context API, React Router, Styled Components, React Query, Jest, Framer Motion, Tailwind CSS, Component Libraries, Vue3, Vuex, CLI, Router, Composition API, Single-File Components, Vuetify, NodeJS, ExpressJS, Socket.io, GraphQL, REST, MongoDB, MySQL",[],15000000.0,25000000.0
SKU-ITNU697,IT Programmer,,2,Mid-Level,"Jambi, Indonesia","Hacktiv8 Tangerang, Indonesia
Full Stack JavaScript Immersive Program (Transcript) April 2023 - September 2023","AKI University Semarang, Indonesia
Bachelor of Information System (GPA 3.43/4.00) 2018 – 2022",,0,0,,"JavaScript, PHP, Python, Progress, Golang, React JS, Redux, Vue, Pinia, Nuxt, Astro.js, Tailwind, Node JS, Express js, Sequelize, PostgreSQL, GraphQL, Apollo Server, MongoDB, Redis, Rest API, 3rd Party API, Docker","[""Hacktiv8 September 2023\nCertificate: Full-Stack Javascript Immersive"",""HackerRank\nJavascript (Basic) September 2023\nCertificate: Javascript(Basic)"",""HackerRank September 2023\nCertificate: Javascript (Intermediate)"",""HackerRank September 2023\nCertificate: Problem Solving (Basic)"",""HackerRank September 2023\nCertificate: Problem Solving (Intermediate)"",""HackerRank September 2023\nCertificate: Rest API (Intermediate)"",""LIA March 2023\nCertificate: Conversation for Employee: Pre-Intermediate Level"",""BuildWithAngga August 2020\nCertificate: Full-Stack Website Designer""]",8000000.0,12000000.0
SKU-MANU589,Mahasiswa,,0,Junior,Palu,"Universitas Tadulako, Fakultas Teknik, Jurusan Teknologi Informasi, Prodi S1 Sistem Informasi, 2023 - Sekarang","SMA Negeri 2 Palu, 2020 - 2023","SMP Negeri 2 Palu, 2017 - 2020",0,0,,"UI / UX Desain, Video Editor, Programming",,3000000.0,5000000.0
SKU-MANU1126,Mahasiswa,,1,Junior,Yogyakarta,"Universitas Amikom Yogyakarta, D3-Teknik Informatika, 2021 - 2024","SMA N 1 Banjarsari, IPA, 2018 - 2021",,0,0,,"Pemrograman Web, Basis Data, Pengembangan Web, PHP, HTML, CSS, Javascript, Laravel, Bootstrap, Jquery, Java Springboot, Next.js, Livewire","[""HackerRank SQL (Basic) Certificate"",""Belajar Prinsip Pemrograman SOLID - Dicoding""]",4000000.0,6000000.0
SKU-WENU1283,Web Developer,,4,Mid-Level,"West Bandung Regency, West Java, Indonesia",SMK NEGERI 4 PADALARANG - 2015 - 2018,,,0,0,,"PHP, PHP Laravel Framework, Lumen Framework, CodeIgniter Framework, WordPress, Bootstrap, jQuery, JavaScript, Node.js, Express.js, MySQL, PostgreSQL",[],8000000.0,12000000.0
SKU-BANU1200,BACKEND DEVELOPER,,3,Mid-Level,"Jakarta, Indonesia","IMPACT BYTE, Full-Stack Web Development, 2021","SMK NEGERI 4 TANGERANG, Software Engineering, 2017 - 2020",,0,0,,"Golang, Javascript, Typescript, Python, NodeJs, ReactJs, NextJs, RabbitMQ, Kafka, Pub/Sub, REST, gRPC, GraphQL, Postgrest, Mysql, MongoDB, Kinetica, FastDB, Github, Gitlab, Jenkins, Gitlab CI, Github Actions, Docker, Kubernetes, OCP, Data Ingestion Airflow, BigQuery, ELK, Grafana, NewRelic, SonarQube",,12000000.0,18000000.0
SKU-FUNU528,Full Stack Developer,,3,Mid-Level,Balikpapan,"LP3I Balikpapan, Teknik Informatika Komputer, 2021","SMK Negeri 6 Balikpapan, Teknik Komputer dan Jaringan, 2019",,0,0,,"HTML, PHP, CSS, JavaScript, Laravel, Bootstrap, Tailwind CSS, Vue.Js, jQuery, Node.js, MySQL, PostgreSQL, Git (GitLab dan GitHub)",[],6000000.0,10000000.0
SKU-FUNU1076,Fullstack Developer,,2,Mid-Level,"Purwokerto, Banyumas, Jawa Tengah","Universitas Muhammadiyah Purwokerto - Banyumas, Jawa Tengah Sep 2020 - Undergraduate in Teknik Informatika, 3.69/4.00","Bangkit Academy led by Google, Tokopedia, Gojek, & Traveloka Feb 2023 - Jul 2023 Graduated in Cloud Computing Cohort",,0,0,,"PHP, JavaScript, JQuery, React Js, CSS, HTML, MySQL, Postgree, MongoDB, Laravel, Codeigniter, Restful API, Git/Github","[""Programmer (BNSP)""]",6000000.0,9000000.0
SKU-FRNU551,Frontend Developer,,4,Mid-Level,"Karangsoko, Trenggalek, East Java","BINUS ONLINE, Information Systems, February 2026","Pijar Camp, Bootcamp Fullstack Developer, August 2019",,0,0,,"Reactjs, Nextjs, VueJs, Javascript/Typescript, CSS, Tailwind, Antd, Shopify Liquid, Python","[""Arkademy Bootcamp Certificate of Graduation (ARK174)"",""Mini Bootcamp: Django Web Development (17.1641/\nALHAZENACADEMY/VII/2024)"",""Python Fundamentals Dicoding Indonesia (1OP84YVOLZQK)"",""Data Visualization Fundamentals Dicoding Indonesia\n(JMZV4W8ROXN9)"",""Developer Generative AI Alibaba Cloud (ACCD0255190100016205)"",""AI Fundamentals Dicoding Indonesia (4EXGV6GYDXRL)""]",8000000.0,14000000.0
SKU-NUNU1211,,,1,Junior,South Jakarta,"Del Institute of Technology - Toba, North Sumatra Aug 2019 - Sep 2023
Bachelor Degree in, 3.39/4.00",,,0,0,,"Java, Spring Boot, Spring Security (JWT), RESTful APIs, SQL, JPA/Hibernate, Microservices Architecture, Git, Docker, JavaScript, React, Redux, React Hooks, Routing, Tailwind CSS, Axios, Vite, Responsive, React-Native, Native Wind, Expo, Lottie Animations",[],6000000.0,9000000.0
SKU-BANU765,Backend Developer,,3,Mid-Level,"Jakarta, Indonesia","Computer Science • Budi Luhur University, Jakarta Graduated (2020 – 2024)",,,0,0,,"Golang, Java, PHP, Javascript, HTML, CSS, Bootstrap, Docker, JIRA, Trello, k8s (Kubernetes), GCP, SQL, NoSQL, PostgreSQL, MySQL, Redis, GraphQL, Firebase, MongoDB, Elastic Search, QuestDB, gin, fiber, gorm, spring boot, gRPC, mock, testify, logrus, protobuff, uuid, viper, jwt, swagger, amqp","[""Computer Algorithm - Budi Luhur University"",""System Design Guide for Software Architecture - Udemy"",""SQL (Intermediate) Certificate – HackerRank"",""SQL (Basic) Certificate – HackerRank"",""Golang (Basic) Certificate – HackerRank"",""Design Microservices Architecture with Patterns & Principles – Udemy""]",10000000.0,15000000.0
SKU-BANU1360,Bachelor of Computer Science majoring in Information Systems,,0,Junior,"Subang, Jawa Barat, Indonesia",universitas subang · (2019 - 2023),,,0,0,,"MySQL, Laravel, English","[""Sertifikat Pelatihan Programming (Full Stack) Laravel"",""Seluk Beluk Jaringan Komputer"",""Sertifikat Pelatihan Programming (Full Stack)"",""Certificate EPTUS ( English Proficiency Test for University Student)"",""Dasar-Dasar Dukungan Teknis""]",3000000.0,5000000.0
SKU-NUNU488,,,5,Mid-Level,"Polewali Mandar Regency, West Sulawesi Province",UINAM S1 Informatics Engineering,Vocational High School PPM Al-Ikhlash,,0,0,,"SPRING BOOT, REACT JS, REACT NATIVE, Figma, Corel Draw, Blender, Adobe Illustrator, webMethods, Unity, Flutter",,8000000.0,12000000.0
SKU-BABA096,Backend Dev,Backend Developer,3,Mid-Level,"Bandung, Jawa Barat",SMK NEGERI 4 BANDUNG | JURUSAN RPL | 2020 -2023,,,0,0,,"Laravel, SQL (mySql, Postgresql), Git (Gitlab, Github), Scrum/Agile, RESTful API, MVC, ASP .NET",,8000000.0,12000000.0
SKU-STNU1037,Staff Admin dan IT,,2,Junior,"Klaten, Jawa Tengah","UNIVERSITAS DIPONEGORO – SEMARANG, S1 Informatika, Sarjana Komputer, Lulus Juni 2024",,,0,0,,"Pengelolaan Administrasi, Data Entry, Data Analytics, Microsoft Word, Microsoft Excel, Python, Web Programming PHP/Laravel, Database MySQL","[""Data Science – DQLab (Juni 2024])"",""Data Analyst – MySkill.id (Juli 2024])"",""Latihan Dasar Kepemimpinan – Kwarda Jawa Tengah (2020)"",""Latihan Keterampilan Manajemen Mahasiswa Tingkat Dasar –FSM Undip(2018)""]",4000000.0,6000000.0
SKU-NUNU574,,,3,Junior,Bandung,"POLITEKNIK PAJAJARAN, Teknologi Komputer, 2021 – 2024","SMKN 7 BALEENDAH , Rekayasa Perangkat Lunak, 2016 – 2019",,0,0,,"JavaScript, TypeScript, PHP, Node JS, ExpressJS, NestJS, PostgreSQL, MongoDB, Prisma, HTML, CSS, ReactJS, NextJS, TailwindCSS, Shadcn UI, Git, Github, Figma",,5000000.0,8000000.0
SKU-ITNU1281,IT Web Developer,,1,Junior,"Bandung, Indonesia","Bachelor of Computer Science in Information System, Widyatama University, 2019",,,0,0,,"PHP, Javascript, Laravel, Express Js, Next Js, Node Js, Tailwind, Boostrap, REST API, React Js, Git, Swagger API","[""Certified Javascript"",""Certified Back End Basic"",""Certified React Basic""]",6000000.0,9000000.0
SKU-JANU759,Java Programmer,,4,Mid-Level,Jakarta,"Universitas Bina Nusantara, Bachelor Degree, null","SMA Negeri 2 Jakarta, IPA, null",,0,0,,"Java, Object Oriented Programming, SQL Query, Spring Boot, Spring MVC, Quarkus, HTML, CSS, JavaScript, JQuery, Liferay, MySQL, SQL Server, PostgreSQL, MongoDB, Unit Test, Eclipse, IntelliJ, Docker, Kafka",[],8000000.0,12000000.0
SKU-IONU880,iOS Developer,,0,Junior,"Jakarta, Indonesia",Bachelor of Informatics Engineering 2018 -2022,,,0,0,,"SwiftUI, UIKit, Lottie Animation, Swift, XCode, Git\Github, Testflight, CreateML, MacOS, HealthKit, Multipeer Connectivity","[""TensorFlow Certification""]",8000000.0,12000000.0
SKU-PHNU908,PHP Laravel Developer,,12,Senior,,Bachelor of Computer Science/Information Technology (Sistem Informasi) dari STMIK Sinar Nusantara Selesai 2009,Diploma of Computer Science/Information Technology (Manajemen Informatika) dari STMIK Sinar Nusantara Surakarta Selesai 2004,,0,0,,"Java, Springboot, Rest API, Bootstrap, Jquery, Javascript, MySQL Database, Codeignitier, Laravel, PHP Scripting",[],18000000.0,28000000.0
SKU-WENU1055,Web Administrator,,2,Junior,Kota Semarang,"Universitas Dian Nuswantoro - Semarang, Indonesia Jul 2018 - Aug 2022
Bachelor Degree in Information Technology, 3.45/4.00",,,0,0,,"Video Editing, UI/UX Designer, Wordpress Development, Usability Testing, User Interface Design, User Experience, User
Research, Figma, Adobe Creative Cloud, Adobe Creative Suite, Microsoft Office, HTML, CSS, Javascript (Basic), Python(Basic), Visual
Studio Code, Graphic Design, Trello, Jira, Slack, Draw.io","[""Program Merdeka Belajar-Kampus Merdeka(Magang)"",""UI/UX Design Mastery"",""Waste4Change: UI/UX Challenge (Completion)"",""UX Design Gestalt Principle"",""UI UX Design Fundamentals"",""Data Analyst Training Certificate"",""Canva"",""Video Editing (HelloMotion Academy)"",""Intro to Design System"",""Desain UX Google"",""Google Sertifikat Desain UX""]",4000000.0,7000000.0
SKU-FUFU208,Fullstack Developer at PT Prima Sentra Abadi,Fullstack Developer,3,Mid-Level,,"Bachelor’s Degree, informatics STMIK LPKIA, Jl. Soekarno Hatta no. 456 2018 - 2022",,,6000000,0,1 month notice,"PHP, GO, JavaScript, Java, Kotlin, Redis, RabbitMQ, Laravel, Docker, GoFiber, GoEcho, PostgreSQL, Mysql",,8000000.0,12000000.0
SKU-QUNU396,Quality Assurance Engineer Automation Outsourced,,0,Junior,"Jakarta, Indonesia","Alterra Academy, Quality Assurance Engineer, July 2024","Universitas Islam Bandung, Bachelor of Industrial Engineering, February 2024",,0,0,,"Java, Gherkin, Groovy, SQL, C++, Katalon, Appium, Selenium, Cucumber, Postman, JMeter, Serenity Rest, Rest Assured, MySQL, Swagger, Git, Jira, Mobile Testing, Automation Testing, Spread Sheet, Flowchart","[""Quality Assurance Introduction (Issued by MySkill)."",""Functional Test (Issued by MySkill)."",""QA Test Technique (Issued by MySkill)."",""Certified Developer (Issued by Alibaba Cloud Certification)."",""Test of English as a Foreign Language (Issued by UPTB UNISBA).""]",8000000.0,12000000.0
